scenario_name,parameters_json,result_json
Budget -20% (store 126),"{""name"": ""Budget -20%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": 0.8, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Warehouse capacity +25% (store 126),"{""name"": ""Warehouse capacity +25%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": 1.25, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
"2-week promotion, +30% uplift (store 126)","{""name"": ""2-week promotion, +30% uplift"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 30.0, ""promo_duration_days"": 14}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 7.73, ""expected_holding_cost"": 7.73, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 130.0, ""expected_total_cost"": 1057.53, ""expected_holding_cost"": 2.01, ""expected_stockout_cost"": 57.7, ""procurement_cost"": 997.83, ""stockout_probability_pct"": 4.9, ""achieved_service_level_pct"": 95.1, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 130.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 1049.8, ""expected_total_cost_pct_change"": 13580.9, ""expected_holding_cost"": -5.72, ""expected_holding_cost_pct_change"": -74.0, ""expected_stockout_cost"": 57.7, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 997.83, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 4.9, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": -4.9, ""achieved_service_level_pct_pct_change"": -4.9}}"
Demand +20% (store 152),"{""name"": ""Demand +20%"", ""demand_multiplier"": 1.2, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 5.12, ""expected_holding_cost"": 5.12, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": -4.15, ""expected_total_cost_pct_change"": -44.8, ""expected_holding_cost"": -4.15, ""expected_holding_cost_pct_change"": -44.8, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Demand -15% (store 152),"{""name"": ""Demand -15%"", ""demand_multiplier"": 0.85, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 12.38, ""expected_holding_cost"": 12.38, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 3.11, ""expected_total_cost_pct_change"": 33.5, ""expected_holding_cost"": 3.11, ""expected_holding_cost_pct_change"": 33.5, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Lead time 7 -> 14 days (store 152),"{""name"": ""Lead time 7 -> 14 days"", ""demand_multiplier"": 1.0, ""lead_time_override"": 14.0, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 500.0, ""expected_total_cost"": 2896.1, ""expected_holding_cost"": 1.85, ""expected_stockout_cost"": 55.72, ""procurement_cost"": 2838.52, ""stockout_probability_pct"": 4.9, ""achieved_service_level_pct"": 95.1, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 500.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 2886.83, ""expected_total_cost_pct_change"": 31141.6, ""expected_holding_cost"": -7.42, ""expected_holding_cost_pct_change"": -80.0, ""expected_stockout_cost"": 55.72, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 2838.52, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 4.9, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": -4.9, ""achieved_service_level_pct_pct_change"": -4.9}}"
Budget -15% (store 152),"{""name"": ""Budget -15%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": 0.85, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Budget -20% (store 152),"{""name"": ""Budget -20%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": 0.8, ""capacity_multiplier"": null, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
Warehouse capacity +25% (store 152),"{""name"": ""Warehouse capacity +25%"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": 1.25, ""promo_uplift_pct"": 0.0, ""promo_duration_days"": 0}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": 0.0, ""expected_total_cost_pct_change"": 0.0, ""expected_holding_cost"": 0.0, ""expected_holding_cost_pct_change"": 0.0, ""expected_stockout_cost"": 0.0, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.0, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": 0.0, ""achieved_service_level_pct_pct_change"": 0.0}}"
"2-week promotion, +30% uplift (store 152)","{""name"": ""2-week promotion, +30% uplift"", ""demand_multiplier"": 1.0, ""lead_time_override"": null, ""budget_multiplier"": null, ""capacity_multiplier"": null, ""promo_uplift_pct"": 30.0, ""promo_duration_days"": 14}","{""baseline"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 9.27, ""expected_holding_cost"": 9.27, ""expected_stockout_cost"": 0.0, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.0, ""achieved_service_level_pct"": 100.0, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""scenario"": {""recommended_order_qty"": 0.0, ""expected_total_cost"": 8.47, ""expected_holding_cost"": 3.05, ""expected_stockout_cost"": 5.42, ""procurement_cost"": 0.0, ""stockout_probability_pct"": 0.5, ""achieved_service_level_pct"": 99.5, ""within_target_service_level"": true, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint""}, ""deltas"": {""recommended_order_qty"": 0.0, ""recommended_order_qty_pct_change"": null, ""expected_total_cost"": -0.8, ""expected_total_cost_pct_change"": -8.6, ""expected_holding_cost"": -6.22, ""expected_holding_cost_pct_change"": -67.1, ""expected_stockout_cost"": 5.42, ""expected_stockout_cost_pct_change"": null, ""procurement_cost"": 0.0, ""procurement_cost_pct_change"": null, ""stockout_probability_pct"": 0.5, ""stockout_probability_pct_pct_change"": null, ""achieved_service_level_pct"": -0.5, ""achieved_service_level_pct_pct_change"": -0.5}}"
